household_id,country,urban_rural,income_decile,age_head_band,household_size,dwelling_type,dwelling_age_band,building_efficiency_class,heating_fuel,annual_income_eur,annual_energy_spend_eur,is_energy_burdened
1100,IT,urban,6,35-65,3,apartment,20-50yr,D,electric,26217.06,766.18,0
1101,IT,suburban,7,35-65,3,other,>50yr,A,wood,34945.96,184.7,0
1102,IT,urban,10,<35,2,apartment,20-50yr,F,district,70241.16,482.59,0
1103,PT,rural,2,35-65,3,apartment,20-50yr,E,electric,13690.72,2461.33,1
1104,PT,rural,3,<35,1,house,20-50yr,B,gas,15195.31,666.55,0
1105,IT,urban,3,<35,3,apartment,20-50yr,C,wood,13440.64,726.89,0
1106,PT,rural,10,35-65,2,apartment,<20yr,E,electric,58707.87,783.47,0
1107,IT,rural,1,<35,3,house,20-50yr,E,wood,7960.51,1379.35,1
1108,ES,urban,1,>65,5,house,20-50yr,F,electric,9001.05,3829.38,1
1109,LV,urban,2,35-65,5,other,20-50yr,D,district,10101.95,2390.31,1
1110,IT,suburban,8,35-65,5,other,>50yr,F,gas,41224.73,1381.81,0
1111,IT,urban,6,>65,1,house,>50yr,B,oil,25175.04,468.01,0
1112,ES,urban,10,35-65,4,house,20-50yr,E,gas,58278.91,836.66,0
1113,ES,urban,3,35-65,4,apartment,>50yr,D,oil,11700.33,1356.82,1
1114,LV,rural,4,35-65,2,house,>50yr,D,district,16796.29,883.67,0
1115,LV,urban,6,>65,6,house,>50yr,G,oil,26731.83,2677.63,1
1116,IT,suburban,1,<35,6,apartment,>50yr,G,oil,7784.21,2562.4,1
1117,IT,urban,10,<35,2,apartment,20-50yr,C,gas,38679.66,370.24,0
1118,PT,urban,9,>65,2,house,>50yr,B,gas,35733.7,536.02,0
1119,IT,rural,2,<35,2,apartment,20-50yr,G,electric,11578.7,2066.41,1
1120,LV,urban,9,35-65,2,house,>50yr,C,electric,53884.47,611.06,0
1121,PT,urban,5,35-65,2,apartment,20-50yr,G,gas,20279.98,1484.82,0
1122,IT,urban,4,35-65,1,house,<20yr,C,oil,16262.49,480.85,0
1123,PT,suburban,10,35-65,2,apartment,20-50yr,D,oil,64403.74,587.41,0
1124,IT,urban,6,>65,1,house,20-50yr,A,gas,25040.89,298.22,0
1125,ES,urban,3,<35,1,apartment,20-50yr,E,gas,15650.77,1072.68,0
1126,ES,urban,9,35-65,2,apartment,>50yr,C,gas,41134.3,475.51,0
1127,ES,urban,8,35-65,1,apartment,<20yr,D,electric,33872.03,640.31,0
1128,PT,urban,2,35-65,3,apartment,<20yr,G,wood,12443.38,2356.53,1
1129,PT,suburban,7,>65,4,apartment,20-50yr,C,electric,33184.12,1122.73,0
1130,LV,urban,7,35-65,4,house,<20yr,E,gas,28590.49,1375.3,0
1131,LV,urban,3,<35,1,apartment,20-50yr,C,wood,11827.47,958.07,0
1132,ES,suburban,5,>65,5,house,>50yr,E,gas,16348.65,1590.33,0
1133,IT,suburban,9,>65,2,house,>50yr,C,electric,34143.81,580.84,0
1134,PT,urban,2,<35,2,apartment,20-50yr,E,electric,10003.25,1985.75,1
1135,LV,urban,8,35-65,1,house,20-50yr,F,district,37750.85,994.55,0
1136,IT,urban,9,<35,1,house,>50yr,G,oil,33493.6,561.18,0
1137,ES,rural,10,<35,4,house,20-50yr,G,gas,43262.09,812.29,0
1138,ES,urban,4,35-65,1,house,>50yr,C,gas,18519.7,522.19,0
1139,IT,urban,3,>65,2,house,20-50yr,B,gas,17714.2,689.41,0
1140,PT,urban,10,<35,1,other,>50yr,A,gas,64757.58,186.26,0
1141,ES,urban,5,<35,3,apartment,<20yr,F,gas,15931.16,934.99,0
1142,PT,urban,6,35-65,3,apartment,>50yr,C,electric,26513.02,1126.78,0
1143,PT,urban,6,35-65,3,house,>50yr,F,wood,28853.91,1020.73,0
1144,PT,suburban,6,<35,2,apartment,<20yr,G,gas,23210.09,1270.93,0
1145,ES,suburban,7,<35,5,house,20-50yr,B,electric,28952.78,479.65,0
1146,IT,suburban,5,35-65,3,apartment,20-50yr,C,wood,22077.27,514.63,0
1147,PT,suburban,4,35-65,4,apartment,20-50yr,E,electric,18828.5,1407.27,0
1148,PT,urban,5,35-65,1,house,>50yr,D,electric,22222.18,773.58,0
1149,ES,rural,7,<35,3,apartment,<20yr,D,wood,33442.9,567.17,0
1150,LV,suburban,9,35-65,3,apartment,20-50yr,C,oil,44413.71,606.3,0
1151,IT,rural,6,35-65,2,house,<20yr,G,electric,22759.97,1339.42,0
1152,LV,suburban,7,35-65,3,house,20-50yr,E,district,28057.56,1074.75,0
1153,IT,urban,5,<35,5,house,>50yr,C,gas,18683.61,578.07,0
1154,IT,urban,8,35-65,3,apartment,20-50yr,A,gas,33594.42,246.15,0
1155,ES,urban,4,35-65,1,house,20-50yr,F,electric,19038.43,1236.4,0
1156,IT,urban,5,<35,2,house,<20yr,A,gas,18701.58,219.58,0
1157,IT,suburban,1,>65,1,house,>50yr,G,gas,9392.72,2744.31,1
1158,IT,urban,3,35-65,2,apartment,20-50yr,E,gas,12071.04,1543.06,1
1159,ES,urban,8,35-65,3,apartment,20-50yr,G,oil,37114.4,1090.12,0
1160,PT,rural,1,<35,1,apartment,20-50yr,F,electric,9068.57,3062.67,1
1161,IT,suburban,3,35-65,2,house,>50yr,G,wood,14974.93,1677.51,1
1162,PT,suburban,8,35-65,4,apartment,>50yr,F,gas,27286.64,1241.07,0
1163,PT,urban,9,>65,3,apartment,20-50yr,E,electric,43868.16,1522.44,0
1164,IT,suburban,5,35-65,2,house,20-50yr,C,gas,18799.93,457.15,0
1165,IT,rural,5,35-65,1,apartment,<20yr,F,gas,17222.01,930.85,0
1166,LV,suburban,6,35-65,4,apartment,20-50yr,E,oil,25849.93,1284.35,0
1167,PT,suburban,8,35-65,2,apartment,20-50yr,D,gas,29849.85,825.32,0
1168,ES,suburban,5,>65,1,house,>50yr,E,oil,21785.48,1126.86,0
1169,PT,urban,2,35-65,1,house,20-50yr,C,oil,13684.88,1055.69,0
1170,IT,suburban,5,35-65,1,house,20-50yr,D,oil,21973.96,641.36,0
1171,ES,rural,3,>65,3,other,20-50yr,B,electric,13519.54,1227.51,0
1172,PT,urban,7,>65,3,house,<20yr,D,wood,29285.48,980.66,0
1173,IT,urban,2,<35,2,apartment,>50yr,D,gas,12616.34,1067.41,0
1174,PT,urban,7,<35,4,house,>50yr,G,district,28655.86,1224.98,0
1175,ES,urban,2,35-65,3,other,20-50yr,E,gas,10258.34,1770.42,1
1176,PT,rural,10,>65,1,apartment,20-50yr,G,electric,47829.18,1389.02,0
1177,ES,suburban,7,35-65,3,house,20-50yr,G,district,26234.8,918.55,0
1178,ES,urban,2,35-65,5,apartment,<20yr,A,gas,12577.15,746.4,0
1179,IT,urban,10,35-65,4,house,<20yr,E,wood,51133.36,637.69,0
1180,IT,urban,6,<35,4,house,20-50yr,C,electric,27171.26,557.44,0
1181,PT,urban,7,<35,3,other,>50yr,G,wood,33002.98,959.98,0
1182,IT,suburban,1,<35,1,house,<20yr,D,gas,6931.24,1106.74,1
1183,IT,rural,2,<35,2,apartment,20-50yr,B,electric,9763.33,797.25,0
1184,IT,suburban,9,35-65,1,apartment,20-50yr,C,gas,46889.31,383.48,0
1185,IT,urban,5,35-65,3,other,20-50yr,E,gas,21447.14,858.17,0
1186,PT,suburban,7,<35,6,apartment,20-50yr,B,oil,29205.92,542.86,0
1187,ES,suburban,10,35-65,3,apartment,>50yr,D,oil,58944.19,577.64,0
1188,LV,urban,5,35-65,3,house,20-50yr,G,oil,24444.11,1578.29,0
1189,IT,suburban,4,35-65,1,apartment,>50yr,A,oil,17398.1,245.15,0
1190,PT,suburban,9,35-65,3,apartment,20-50yr,E,wood,39482.93,780.18,0
1191,ES,rural,1,<35,2,apartment,20-50yr,E,electric,8141.93,1929.32,1
1192,ES,urban,5,35-65,2,apartment,>50yr,D,gas,18612.17,693.27,0
1193,LV,urban,9,<35,1,house,20-50yr,B,wood,43930.53,315.98,0
1194,LV,suburban,3,<35,2,apartment,<20yr,B,oil,14004.02,933.24,0
1195,LV,urban,4,<35,4,apartment,>50yr,G,gas,15484.23,1939.19,1
1196,IT,urban,5,35-65,3,house,20-50yr,E,electric,19762.92,1037.28,0
1197,IT,suburban,1,<35,6,apartment,20-50yr,D,gas,7620.24,1707.34,1
1198,PT,urban,1,35-65,1,house,>50yr,F,wood,8930.02,2517.24,1
1199,IT,suburban,3,<35,4,apartment,20-50yr,B,gas,12277.76,731.33,0
1200,PT,rural,9,<35,3,apartment,20-50yr,B,electric,38083.62,468.8,0
1201,ES,suburban,3,>65,7,house,20-50yr,C,oil,13237.01,1695.58,1
1202,ES,suburban,8,35-65,1,house,20-50yr,F,district,39177.88,674.82,0
1203,PT,suburban,5,<35,3,other,20-50yr,D,electric,23420.69,1079.39,0
1204,PT,urban,8,35-65,1,apartment,20-50yr,E,wood,37442.28,717.57,0
1205,IT,urban,4,<35,3,apartment,<20yr,C,oil,19480.74,507.22,0
1206,IT,suburban,9,35-65,6,apartment,>50yr,F,gas,51189.56,1288.14,0
1207,ES,urban,4,<35,1,apartment,20-50yr,F,gas,17918.38,735.82,0
1208,ES,urban,8,35-65,3,apartment,<20yr,D,gas,31921.31,578.17,0
1209,IT,urban,9,>65,3,house,>50yr,C,gas,42503.56,500.91,0
1210,ES,rural,5,<35,1,house,>50yr,E,electric,17120.35,789.4,0
1211,PT,urban,7,<35,5,apartment,>50yr,C,gas,31829.89,698.72,0
1212,PT,suburban,2,35-65,2,apartment,20-50yr,B,wood,10217.95,874.11,0
1213,ES,urban,5,>65,1,apartment,20-50yr,E,gas,21356.01,1087.42,0
1214,ES,suburban,4,35-65,1,apartment,>50yr,E,gas,17278.47,848.23,0
1215,IT,urban,10,35-65,3,house,20-50yr,F,electric,51929.22,775.52,0
1216,ES,urban,10,<35,3,house,<20yr,C,wood,56891.27,383.0,0
1217,IT,suburban,8,35-65,3,apartment,<20yr,C,district,35332.27,453.18,0
1218,ES,suburban,10,35-65,2,apartment,>50yr,E,wood,50036.91,513.86,0
1219,PT,urban,10,35-65,3,apartment,20-50yr,F,wood,46648.73,788.46,0
1220,IT,urban,8,<35,3,apartment,20-50yr,D,gas,37974.42,492.65,0
1221,IT,urban,6,35-65,2,other,20-50yr,D,electric,20861.79,738.53,0
1222,IT,urban,3,<35,2,house,>50yr,B,gas,18325.24,515.01,0
1223,LV,suburban,9,35-65,2,house,20-50yr,D,district,52157.76,732.01,0
1224,ES,urban,2,35-65,3,house,20-50yr,G,gas,8666.11,3045.74,1
1225,IT,suburban,2,>65,1,apartment,>50yr,B,electric,12085.68,1094.99,0
1226,LV,urban,9,>65,4,house,20-50yr,E,gas,51006.23,1534.39,0
1227,ES,suburban,2,35-65,5,house,20-50yr,A,wood,10074.22,558.92,0
1228,ES,urban,2,35-65,1,apartment,<20yr,D,gas,11594.86,1291.73,1
1229,LV,suburban,6,<35,3,apartment,20-50yr,F,wood,24534.96,961.35,0
1230,IT,urban,6,>65,4,house,<20yr,E,district,27692.26,1250.51,0
1231,IT,rural,1,35-65,2,house,20-50yr,B,gas,7481.9,917.74,1
1232,ES,suburban,4,35-65,2,apartment,20-50yr,D,wood,20374.72,569.07,0
1233,IT,rural,3,35-65,2,house,>50yr,B,gas,13702.07,684.77,0
1234,PT,urban,4,35-65,4,other,20-50yr,D,electric,16687.15,1208.54,0
1235,IT,urban,2,>65,2,other,20-50yr,F,gas,12123.75,2481.72,1
1236,IT,urban,7,>65,5,apartment,20-50yr,C,electric,34339.78,1090.37,0
1237,IT,urban,5,35-65,3,apartment,>50yr,D,gas,14791.83,770.05,0
1238,ES,suburban,10,35-65,2,house,20-50yr,E,oil,35577.88,559.93,0
1239,IT,rural,1,>65,1,apartment,<20yr,G,wood,8420.7,2245.2,1
1240,IT,suburban,8,35-65,2,apartment,<20yr,B,gas,32596.94,308.16,0
1241,LV,suburban,10,35-65,1,house,>50yr,E,gas,45113.45,1088.28,0
1242,IT,urban,5,35-65,6,apartment,>50yr,A,gas,19854.44,479.1,0
1243,ES,urban,7,35-65,3,apartment,20-50yr,B,gas,46426.26,493.96,0
1244,IT,suburban,5,35-65,1,other,<20yr,C,district,17201.75,477.82,0
1245,ES,urban,6,35-65,4,apartment,20-50yr,F,gas,28551.91,1165.58,0
1246,IT,urban,10,>65,6,other,20-50yr,A,oil,49063.79,345.14,0
1247,ES,rural,6,>65,4,apartment,20-50yr,G,district,20106.59,1490.4,0
1248,IT,rural,6,35-65,3,apartment,<20yr,D,gas,22807.35,924.6,0
1249,LV,suburban,10,<35,3,apartment,20-50yr,F,electric,44439.36,1092.12,0
1250,LV,urban,5,35-65,7,apartment,20-50yr,C,wood,16598.52,977.48,0
1251,IT,rural,2,35-65,1,apartment,>50yr,D,electric,9866.64,1340.24,1
1252,IT,urban,7,35-65,1,house,<20yr,F,gas,25474.05,812.03,0
1253,IT,urban,7,>65,1,other,>50yr,D,wood,29349.97,388.83,0
1254,ES,urban,3,<35,6,apartment,20-50yr,E,district,14358.57,1698.06,1
1255,IT,rural,8,35-65,2,apartment,20-50yr,F,wood,31981.61,506.54,0
1256,LV,rural,1,>65,3,house,>50yr,E,wood,8792.3,3716.31,1
1257,PT,suburban,4,>65,5,apartment,20-50yr,F,wood,15840.63,1527.06,0
1258,PT,urban,9,35-65,2,apartment,<20yr,B,electric,42020.88,444.01,0
1259,ES,suburban,7,<35,1,apartment,20-50yr,E,gas,21667.4,489.57,0
1260,LV,urban,7,35-65,3,apartment,>50yr,E,district,30371.8,1335.45,0
1261,IT,rural,7,35-65,3,apartment,20-50yr,E,gas,42056.24,825.19,0
1262,ES,urban,2,35-65,2,apartment,20-50yr,E,wood,12393.13,1753.61,1
1263,IT,urban,10,35-65,4,house,20-50yr,F,gas,53594.66,1065.22,0
1264,LV,suburban,3,35-65,3,apartment,20-50yr,F,oil,11767.55,2929.57,1
1265,ES,suburban,8,35-65,4,apartment,20-50yr,C,wood,45985.85,418.56,0
1266,PT,rural,10,35-65,1,apartment,>50yr,B,wood,53687.69,295.15,0
1267,IT,urban,3,35-65,3,apartment,20-50yr,B,gas,12654.84,891.44,0
1268,LV,rural,7,35-65,3,house,20-50yr,C,electric,27219.66,944.85,0
1269,ES,urban,1,35-65,3,house,20-50yr,E,gas,10917.75,2175.24,1
1270,ES,urban,7,35-65,4,house,>50yr,D,gas,29472.93,828.03,0
1271,LV,suburban,5,>65,2,apartment,<20yr,D,electric,22468.36,1493.79,0
1272,ES,urban,1,35-65,2,apartment,<20yr,G,district,7759.94,2103.0,1
1273,ES,suburban,7,35-65,1,apartment,20-50yr,G,district,29707.95,791.08,0
1274,ES,urban,10,35-65,1,apartment,<20yr,E,electric,51603.91,674.67,0
1275,IT,urban,1,>65,2,house,<20yr,D,wood,9902.53,1750.35,1
1276,IT,suburban,9,35-65,3,apartment,<20yr,C,gas,43285.09,497.97,0
1277,IT,urban,9,35-65,3,apartment,<20yr,D,gas,34814.19,583.22,0
1278,IT,suburban,6,>65,3,apartment,20-50yr,D,oil,26522.51,849.23,0
1279,LV,suburban,10,<35,3,apartment,<20yr,A,wood,54061.36,214.53,0
1280,ES,urban,4,35-65,7,apartment,20-50yr,F,oil,18529.61,1575.53,0
1281,ES,suburban,8,35-65,3,house,>50yr,D,gas,34253.21,744.69,0
1282,ES,urban,7,>65,2,other,<20yr,C,gas,27661.41,833.84,0
1283,ES,urban,6,35-65,5,apartment,20-50yr,E,gas,28588.31,982.36,0
1284,ES,urban,9,<35,1,apartment,>50yr,D,wood,56830.37,395.95,0
1285,LV,rural,9,>65,1,apartment,20-50yr,D,gas,32536.64,946.81,0
1286,LV,suburban,8,35-65,2,apartment,20-50yr,C,electric,36445.75,655.92,0
1287,ES,suburban,6,35-65,2,house,20-50yr,B,electric,23054.32,452.64,0
1288,IT,rural,10,<35,4,apartment,>50yr,E,gas,47968.81,624.7,0
1289,ES,urban,6,<35,1,other,<20yr,D,gas,18090.7,523.18,0
1290,ES,rural,7,35-65,5,house,<20yr,A,oil,31668.29,368.01,0
1291,ES,suburban,2,35-65,1,apartment,>50yr,F,gas,10230.54,2216.69,1
1292,PT,rural,4,>65,2,other,<20yr,F,electric,16131.12,2129.81,1
1293,ES,rural,10,35-65,3,house,20-50yr,D,district,65873.65,550.24,0
1294,IT,rural,5,35-65,1,other,<20yr,F,gas,19660.49,890.21,0
1295,IT,urban,6,<35,3,apartment,20-50yr,D,gas,23256.92,762.84,0
1296,ES,suburban,9,35-65,5,other,20-50yr,C,oil,35191.45,526.07,0
1297,IT,rural,4,<35,1,apartment,20-50yr,E,electric,15271.98,823.21,0
1298,IT,suburban,3,35-65,2,apartment,20-50yr,D,district,17444.42,935.98,0
1299,PT,urban,1,<35,3,other,<20yr,D,gas,8768.62,1733.86,1
1300,ES,rural,3,35-65,1,apartment,20-50yr,G,wood,16982.77,1492.1,0
1301,IT,urban,6,35-65,5,apartment,>50yr,D,electric,22038.45,815.29,0
1302,ES,suburban,8,35-65,4,apartment,<20yr,C,gas,38004.16,578.73,0
1303,PT,suburban,4,<35,3,apartment,20-50yr,B,electric,20478.47,695.14,0
1304,IT,urban,5,35-65,2,apartment,20-50yr,G,electric,22906.48,1112.43,0
1305,PT,suburban,3,35-65,1,apartment,20-50yr,A,gas,17745.04,661.8,0
1306,LV,urban,9,<35,4,apartment,20-50yr,G,gas,45672.77,1087.74,0
1307,ES,suburban,6,<35,4,house,>50yr,B,gas,24993.13,479.21,0
1308,PT,rural,2,35-65,1,apartment,20-50yr,F,electric,7727.12,2201.29,1
1309,IT,urban,7,35-65,3,house,<20yr,C,gas,31935.48,540.2,0
1310,LV,suburban,4,>65,2,house,>50yr,C,gas,19141.27,1117.35,0
1311,ES,urban,9,<35,3,house,<20yr,C,gas,51076.92,423.91,0
1312,LV,rural,3,35-65,2,house,>50yr,B,oil,12427.01,971.94,0
1313,ES,rural,9,35-65,2,other,<20yr,B,district,42783.96,269.56,0
1314,IT,urban,7,35-65,2,apartment,20-50yr,C,gas,23634.24,571.07,0
1315,IT,suburban,2,35-65,3,house,20-50yr,E,district,8635.79,1469.78,1
1316,PT,suburban,8,>65,3,other,<20yr,E,oil,38879.37,1088.63,0
1317,ES,suburban,8,35-65,2,house,>50yr,C,district,43532.11,438.94,0
1318,IT,suburban,5,>65,2,apartment,20-50yr,E,electric,25527.67,1065.79,0
1319,PT,suburban,2,35-65,2,house,20-50yr,F,electric,11747.79,3092.86,1
1320,LV,suburban,5,>65,2,house,>50yr,G,wood,28543.16,1575.76,0
1321,ES,urban,7,>65,5,apartment,20-50yr,D,electric,28284.71,1199.0,0
1322,ES,urban,2,>65,1,house,20-50yr,D,wood,12586.59,1314.57,1
1323,IT,rural,4,35-65,2,house,20-50yr,G,wood,14361.08,1028.56,0
1324,PT,urban,8,>65,3,apartment,<20yr,G,electric,22465.86,1803.1,0
1325,IT,suburban,6,<35,6,apartment,>50yr,G,electric,23258.52,1199.49,0
1326,LV,urban,10,35-65,3,apartment,20-50yr,E,electric,54013.66,1035.35,0
1327,ES,rural,3,35-65,5,house,20-50yr,E,oil,14501.34,2096.84,1
1328,ES,suburban,8,35-65,2,apartment,20-50yr,G,oil,35008.64,968.85,0
1329,IT,urban,5,35-65,3,house,20-50yr,D,oil,22169.74,704.44,0
1330,IT,urban,3,<35,3,apartment,<20yr,C,gas,18176.02,886.68,0
1331,PT,urban,10,<35,1,house,<20yr,G,district,61437.13,720.87,0
1332,ES,rural,7,<35,3,house,20-50yr,F,gas,26745.14,935.71,0
1333,ES,suburban,6,35-65,4,house,20-50yr,B,gas,17149.86,525.3,0
1334,LV,suburban,3,>65,2,apartment,<20yr,B,gas,11914.56,1276.11,1
1335,LV,suburban,9,35-65,2,apartment,20-50yr,G,gas,52596.58,1438.31,0
1336,LV,urban,1,35-65,4,house,20-50yr,D,electric,7417.96,3638.25,1
1337,IT,urban,2,>65,3,apartment,20-50yr,E,gas,12178.76,2105.73,1
1338,ES,urban,2,35-65,1,apartment,>50yr,B,gas,12108.89,712.57,0
1339,LV,urban,7,35-65,3,apartment,20-50yr,C,gas,29750.49,1050.41,0
1340,ES,suburban,2,35-65,4,apartment,<20yr,F,gas,10857.72,2663.37,1
1341,IT,rural,8,<35,3,house,>50yr,G,district,32585.67,937.25,0
1342,PT,rural,2,35-65,2,apartment,20-50yr,E,electric,15363.22,2665.32,1
1343,ES,rural,7,35-65,2,apartment,20-50yr,A,gas,25992.33,273.93,0
1344,ES,suburban,8,35-65,4,apartment,>50yr,C,electric,42591.79,534.73,0
1345,LV,urban,9,35-65,6,apartment,<20yr,C,electric,48706.75,922.63,0
1346,ES,suburban,3,<35,2,apartment,20-50yr,G,electric,15353.25,1965.64,1
1347,ES,rural,1,35-65,2,house,20-50yr,D,gas,7857.43,1546.43,1
1348,ES,suburban,8,<35,5,house,<20yr,G,oil,28833.88,1044.87,0
1349,ES,suburban,5,>65,2,other,20-50yr,G,gas,17677.88,1601.39,0
1350,IT,suburban,10,<35,2,apartment,20-50yr,D,gas,48965.56,439.68,0
1351,PT,suburban,2,35-65,2,apartment,<20yr,A,district,11627.33,691.9,0
1352,PT,rural,6,35-65,2,apartment,20-50yr,G,electric,28573.2,1768.88,0
1353,IT,suburban,2,35-65,1,house,20-50yr,A,gas,11530.5,571.44,0
1354,IT,urban,5,35-65,3,house,20-50yr,G,gas,21834.23,1224.29,0
1355,LV,urban,1,<35,3,house,<20yr,D,oil,9354.04,2451.71,1
1356,IT,suburban,8,35-65,1,apartment,20-50yr,D,gas,26312.02,470.91,0
1357,ES,urban,7,>65,1,house,20-50yr,D,gas,21545.32,743.42,0
1358,ES,rural,1,35-65,3,other,20-50yr,D,gas,6342.58,1990.54,1
1359,PT,suburban,5,35-65,1,apartment,>50yr,E,gas,24127.53,974.63,0
1360,IT,suburban,5,>65,1,house,>50yr,E,electric,15535.39,993.43,0
1361,PT,urban,7,35-65,2,house,<20yr,C,gas,29955.71,590.96,0
1362,ES,suburban,5,>65,2,apartment,20-50yr,E,electric,18319.47,1201.91,0
1363,ES,suburban,5,35-65,1,other,>50yr,D,gas,21494.58,553.25,0
1364,IT,urban,9,35-65,1,house,20-50yr,G,district,42095.92,690.58,0
1365,ES,rural,6,<35,2,house,>50yr,G,electric,25956.57,1042.32,0
1366,ES,urban,9,<35,1,apartment,>50yr,E,gas,40500.95,563.74,0
1367,IT,urban,9,35-65,1,apartment,>50yr,G,gas,47813.49,691.31,0
1368,IT,urban,9,>65,1,house,<20yr,D,oil,53555.71,597.08,0
1369,IT,suburban,10,<35,2,apartment,20-50yr,B,oil,66489.4,261.73,0
1370,IT,suburban,7,>65,3,apartment,20-50yr,A,gas,28412.73,343.49,0
1371,IT,rural,6,35-65,2,apartment,20-50yr,F,gas,21957.71,960.57,0
1372,LV,urban,6,35-65,4,apartment,>50yr,D,electric,25744.4,1359.33,0
1373,ES,rural,3,>65,5,house,>50yr,G,gas,18828.4,2531.34,1
1374,PT,suburban,9,>65,4,apartment,20-50yr,D,gas,42658.33,1015.64,0
1375,LV,urban,7,35-65,1,apartment,20-50yr,A,gas,34022.04,409.45,0
1376,IT,urban,9,35-65,1,apartment,>50yr,E,wood,48364.57,498.19,0
1377,PT,urban,8,<35,1,apartment,>50yr,E,gas,40420.01,663.86,0
1378,LV,rural,5,35-65,1,apartment,>50yr,D,gas,25417.8,957.88,0
1379,ES,urban,3,35-65,4,apartment,20-50yr,F,gas,11490.67,2261.96,1
1380,ES,suburban,10,35-65,1,apartment,>50yr,E,electric,47600.77,737.32,0
1381,ES,suburban,8,35-65,3,apartment,20-50yr,D,electric,36257.71,723.67,0
1382,IT,rural,9,<35,5,house,<20yr,F,oil,51715.33,776.45,0
1383,ES,suburban,6,35-65,6,apartment,<20yr,D,electric,30056.69,1046.95,0
1384,LV,suburban,6,35-65,3,house,20-50yr,F,electric,24828.04,1590.47,0
1385,LV,urban,1,35-65,5,apartment,>50yr,C,electric,9292.13,2656.98,1
1386,IT,rural,1,35-65,3,house,20-50yr,E,district,7509.77,1960.96,1
1387,PT,urban,8,>65,2,house,20-50yr,D,wood,31802.86,745.54,0
1388,IT,urban,3,>65,1,apartment,20-50yr,B,gas,11469.68,772.79,0
1389,LV,rural,1,35-65,2,house,>50yr,E,oil,7836.98,3307.21,1
1390,IT,urban,8,<35,4,house,<20yr,D,gas,34176.18,550.54,0
1391,LV,urban,7,>65,5,apartment,20-50yr,E,gas,34872.87,1922.63,0
1392,PT,suburban,2,>65,6,house,<20yr,E,gas,11968.95,3571.85,1
1393,IT,urban,5,>65,1,house,20-50yr,A,wood,21171.52,270.16,0
1394,IT,urban,5,35-65,1,apartment,20-50yr,C,district,21184.38,495.71,0
1395,PT,suburban,1,<35,1,other,20-50yr,F,oil,7512.5,1970.26,1
1396,IT,suburban,7,35-65,1,apartment,20-50yr,D,oil,22973.13,488.09,0
1397,ES,suburban,4,35-65,3,house,>50yr,D,gas,14655.85,913.95,0
1398,LV,urban,9,35-65,1,house,>50yr,A,district,48385.6,255.33,0
1399,ES,suburban,2,35-65,1,other,20-50yr,D,gas,10773.88,1497.46,1
1400,ES,rural,9,35-65,5,house,<20yr,E,district,35318.98,736.95,0
1401,ES,urban,1,35-65,1,house,<20yr,G,gas,9820.79,2681.48,1
1402,IT,urban,8,35-65,4,apartment,<20yr,E,gas,46443.92,1069.85,0
1403,LV,urban,8,35-65,3,apartment,20-50yr,E,electric,43129.0,1334.35,0
1404,IT,suburban,5,35-65,3,house,>50yr,D,gas,22378.95,722.02,0
1405,IT,urban,3,<35,2,apartment,>50yr,E,gas,14614.11,1100.77,0
1406,IT,suburban,2,>65,2,house,20-50yr,F,oil,10959.51,2265.72,1
1407,LV,rural,4,35-65,2,apartment,>50yr,C,oil,17934.33,889.19,0
1408,IT,urban,7,35-65,3,apartment,>50yr,F,gas,32966.91,830.17,0
1409,LV,suburban,8,35-65,1,apartment,20-50yr,C,electric,40030.17,663.41,0
1410,PT,urban,2,35-65,1,apartment,>50yr,A,electric,11775.4,731.87,0
1411,PT,urban,1,35-65,1,apartment,>50yr,B,gas,4893.43,1332.24,1
1412,LV,suburban,6,<35,1,apartment,>50yr,A,electric,29712.08,394.12,0
1413,PT,urban,6,>65,4,other,>50yr,C,electric,25759.41,1160.74,0
1414,LV,rural,10,<35,2,house,20-50yr,B,wood,44867.55,279.54,0
1415,IT,suburban,8,>65,4,house,20-50yr,B,electric,37085.42,596.36,0
1416,PT,urban,6,35-65,1,apartment,>50yr,B,oil,26160.49,451.1,0
1417,ES,urban,6,<35,1,apartment,20-50yr,A,electric,19751.99,259.23,0
1418,ES,urban,7,35-65,6,house,20-50yr,D,oil,27243.41,858.58,0
1419,LV,rural,5,35-65,6,apartment,20-50yr,F,wood,17790.05,1522.33,0
1420,LV,suburban,7,>65,1,apartment,20-50yr,E,electric,25924.03,1361.64,0
1421,PT,urban,2,35-65,2,other,<20yr,B,gas,11982.54,1071.03,0
1422,ES,suburban,9,35-65,5,apartment,>50yr,D,wood,39168.47,593.44,0
1423,ES,suburban,9,35-65,4,other,20-50yr,D,electric,43605.88,711.38,0
1424,ES,suburban,5,>65,7,apartment,20-50yr,C,electric,23456.91,1103.28,0
1425,ES,urban,5,35-65,4,apartment,20-50yr,D,electric,19676.77,1044.68,0
1426,ES,urban,5,35-65,5,apartment,20-50yr,D,gas,23597.76,1000.78,0
1427,IT,urban,9,35-65,2,other,>50yr,D,electric,52692.33,554.99,0
1428,IT,urban,2,35-65,6,house,>50yr,E,electric,12488.75,2866.59,1
1429,PT,suburban,4,35-65,2,house,>50yr,D,gas,19147.76,808.43,0
1430,ES,urban,7,35-65,1,apartment,20-50yr,B,gas,34102.37,334.89,0
1431,LV,urban,7,>65,3,house,>50yr,B,wood,31830.98,633.14,0
